condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful,mimic_confirmed,mimic_notes_matched,mimic_match_mode
insomnia stimulant associated,Clonidine,1,1,38.2191,7.2227,7.3214,28,0.6071,31.6429,False,19,loose
insulin resistance syndrome,Metformin,1,1,34.9816,7.6336,8.0,21,0.8095,69.7143,True,32,loose
interstitial cystitis,Pentosan polysulfate sodium,1,3,59.2684,7.6515,7.7833,60,0.7667,34.75,True,20,loose
interstitial cystitis,Elmiron,2,4,56.9968,7.5494,7.6667,57,0.7544,36.5439,True,20,loose
interstitial cystitis,Amitriptyline,3,1,52.5314,8.3059,8.7,40,0.9,32.6,False,20,loose
interstitial cystitis,Phenazopyridine,4,2,44.7893,8.0444,8.4516,31,0.871,23.129,True,20,loose
interstitial cystitis,Elavil,5,5,21.0589,7.4455,8.125,8,0.875,48.0,False,20,loose
interstitial cystitis,Pyridium,6,6,20.6347,7.2955,7.75,8,0.75,33.625,False,20,loose
iron deficiency anemia,Ferrous sulfate,1,3,23.9278,6.6364,6.3077,13,0.4615,44.7692,True,5,strict
iron deficiency anemia,Iron polysaccharide,2,1,17.0874,7.6417,9.2,5,1.0,7.8,True,5,strict
iron deficiency anemia,Iron sucrose,3,2,16.1667,7.23,7.8,5,0.8,13.8,True,5,strict
irritable bowel syndrome,Dicyclomine,1,14,89.5866,7.7391,7.806,134,0.7761,41.8731,False,35,loose
irritable bowel syndrome,Linaclotide,2,20,83.0058,7.1706,7.1866,134,0.7164,31.8657,False,35,loose
irritable bowel syndrome,Linzess,3,21,79.7239,7.1307,7.144,125,0.712,34.056,False,35,loose
irritable bowel syndrome,Eluxadoline,4,28,74.6642,6.6782,6.648,125,0.592,18.12,False,35,loose
irritable bowel syndrome,Viberzi,5,27,74.4205,6.6832,6.6532,124,0.5968,18.2661,False,35,loose
irritable bowel syndrome,Amitriptyline,6,7,64.1089,8.4914,8.807,57,0.9474,50.9298,False,35,loose
irritable bowel syndrome,Bentyl,7,19,60.0876,7.3963,7.4697,66,0.7576,55.9697,False,35,loose
irritable bowel syndrome,Hyoscyamine,8,12,59.5409,8.0285,8.2545,55,0.8545,28.9818,False,35,loose
irritable bowel syndrome,Chlordiazepoxide / clidinium,9,3,56.2639,8.5802,9.0233,43,0.907,44.186,True,35,loose
irritable bowel syndrome,Librax,10,2,51.4886,8.5814,9.1111,36,0.9167,51.6944,False,35,loose
irritable bowel syndrome,Cholestyramine,11,5,51.3636,8.5606,9.0833,36,0.9167,45.2778,False,35,loose
irritable bowel syndrome,Nortriptyline,12,9,45.1709,8.388,8.9655,29,0.931,27.6897,False,35,loose
irritable bowel syndrome,Amitiza,13,29,44.8931,6.6191,6.5217,46,0.6304,35.5652,False,35,loose
irritable bowel syndrome,Lubiprostone,14,30,44.8931,6.6191,6.5217,46,0.6304,35.5652,False,35,loose
irritable bowel syndrome,Rifaximin,15,31,42.5529,6.4893,6.3488,43,0.5814,43.1395,True,35,loose
ischemic stroke prophylaxis,Aggrenox,1,1,24.3077,6.4965,6.0714,14,0.5714,34.0714,False,28,loose
ischemic stroke prophylaxis,Aspirin / dipyridamole,2,2,24.3077,6.4965,6.0714,14,0.5714,34.0714,True,28,loose
juvenile rheumatoid arthritis,Etanercept,1,2,23.4165,7.405,7.9,10,0.9,6.8,False,36,loose
juvenile rheumatoid arthritis,Enbrel,2,1,22.2727,7.4242,8.0,9,0.8889,7.5556,False,36,loose
keratoconjunctivitis sicca,Cyclosporine,1,2,35.757,5.4529,5.0233,43,0.4186,24.4419,False,0,none
keratoconjunctivitis sicca,Restasis,2,1,35.6163,5.8553,5.4865,37,0.4595,28.3514,False,0,none
keratosis,Fluorouracil,1,1,47.6948,8.0619,8.4286,35,0.8857,83.4857,False,0,none
keratosis,Imiquimod,2,6,47.2027,7.1983,7.2558,43,0.7442,20.8372,False,0,none
keratosis,Zyclara,3,5,41.7322,7.2646,7.3636,33,0.7879,23.6061,False,0,none
keratosis,Efudex,4,4,29.8442,7.461,7.8125,16,0.8125,101.875,False,0,none
keratosis,Carac,5,2,19.1753,7.8283,9.5,6,1.0,112.3333,False,0,none
keratosis,Aldara,6,3,16.6928,7.4652,8.6,5,0.8,18.2,False,0,none
kidney infections,Ciprofloxacin,1,5,37.1828,5.6055,5.2273,44,0.4545,22.6818,True,31,loose
kidney infections,Levofloxacin,2,3,26.5241,6.8485,6.7333,15,0.5333,19.8,False,31,loose
kidney infections,Cephalexin,3,1,26.4007,7.6212,8.25,12,0.8333,28.4167,True,31,loose
kidney infections,Levaquin,4,2,25.6584,7.1164,7.2308,13,0.6154,22.6154,False,31,loose
kidney infections,Sulfamethoxazole / trimethoprim,5,7,24.5841,5.4972,4.6,20,0.35,9.15,True,31,loose
kidney infections,Cipro,6,6,20.8539,5.5734,4.3571,14,0.3571,32.7143,True,31,loose
kidney infections,Bactrim,7,4,18.1299,6.0433,4.7778,9,0.3333,10.8889,False,31,loose
labor pain,Butorphanol,1,2,25.1712,6.7273,6.5,14,0.5714,3.7143,False,65,loose
labor pain,Stadol,2,1,25.0815,6.9564,6.9231,13,0.6154,4.0,False,65,loose
left ventricular dysfunction,Carvedilol,1,1,22.1903,7.8455,9.125,8,1.0,31.75,True,135,loose
left ventricular dysfunction,Coreg,2,2,18.631,7.6061,8.8333,6,1.0,34.0,False,135,loose
lennox gastaut syndrome,Clobazam,1,3,17.6721,6.6794,6.1429,7,0.5714,10.7143,False,21,loose
lennox gastaut syndrome,Banzel,2,1,17.6135,7.877,10.0,5,1.0,9.2,False,21,loose
lennox gastaut syndrome,Rufinamide,3,2,17.6135,7.877,10.0,5,1.0,9.2,False,21,loose
lennox gastaut syndrome,Onfi,4,4,15.9093,6.495,5.5,6,0.5,12.1667,False,21,loose
light anesthesia,Midazolam,1,3,21.1299,5.2825,4.0,16,0.3125,10.375,False,1,loose
light anesthesia,Versed,2,2,19.1684,5.3164,3.7692,13,0.3077,11.7692,False,1,loose
light anesthesia,Lorazepam,3,1,17.482,7.8182,9.8,5,1.0,12.0,False,1,loose
light sedation,Midazolam,1,6,25.8631,6.2727,5.7647,17,0.5294,9.9412,False,1,loose
light sedation,Versed,2,7,23.1564,6.1888,5.5,14,0.5,11.2857,False,1,loose
light sedation,Promethazine,3,5,22.3381,6.7352,6.4545,11,0.6364,18.2727,False,1,loose
light sedation,Diazepam,4,1,18.4949,7.5505,8.6667,6,0.8333,23.6667,False,1,loose
light sedation,Phenergan,5,4,16.998,6.9394,6.8333,6,0.6667,26.5,False,1,loose
light sedation,Demerol,6,2,16.2982,7.2888,8.0,5,0.8,23.0,False,1,loose
light sedation,Meperidine,7,3,16.2982,7.2888,8.0,5,0.8,23.0,False,1,loose
lyme,Doxycycline,1,1,43.7004,7.7252,8.0,32,0.8125,30.3438,False,1,loose
lyme,Ceftin,2,2,16.2982,7.2888,8.0,5,0.8,17.6,False,1,loose
lyme,Cefuroxime,3,3,16.2982,7.2888,8.0,5,0.8,17.6,False,1,loose
macular degeneration,Aflibercept,1,3,17.4062,7.1061,7.3333,6,0.8333,37.0,False,0,none
macular degeneration,Eylea,2,4,17.4062,7.1061,7.3333,6,0.8333,37.0,False,0,none
macular degeneration,Lucentis,3,1,15.9036,7.1123,7.4,5,0.8,26.0,False,0,none
macular degeneration,Ranibizumab,4,2,15.9036,7.1123,7.4,5,0.8,26.0,False,0,none
major depressive disorde,Vortioxetine,1,23,97.6061,6.5509,6.527,222,0.5991,29.1937,False,4,strict
major depressive disorde,Trintellix,2,26,86.3618,6.437,6.4,180,0.5722,34.1667,False,4,strict
major depressive disorde,Bupropion,3,6,85.729,7.1942,7.2113,142,0.6901,36.8944,True,4,strict
major depressive disorde,Venlafaxine,4,15,70.3282,6.9296,6.9223,103,0.6796,17.9612,False,4,strict
major depressive disorde,Sertraline,5,2,65.0517,7.3657,7.4231,78,0.7564,22.2949,False,4,strict
major depressive disorde,Vilazodone,6,34,58.8463,5.7428,5.6,105,0.4762,29.5429,False,4,strict
major depressive disorde,Brexpiprazole,7,24,58.6586,6.4778,6.4024,82,0.5732,34.5122,False,4,strict
major depressive disorde,Viibryd,8,33,58.2189,5.881,5.7449,98,0.5,31.5714,False,4,strict
major depressive disorde,Rexulti,9,20,57.4274,6.6311,6.5733,75,0.5867,37.64,False,4,strict
major depressive disorde,Zoloft,10,9,54.6423,7.0543,7.0667,60,0.7,27.45,False,4,strict
major depressive disorde,Mirtazapine,11,14,54.2341,6.944,6.9344,61,0.6393,33.0164,False,4,strict
major depressive disorde,Fluoxetine,12,1,50.7399,7.4812,7.6087,46,0.7609,29.6522,False,4,strict
major depressive disorde,Escitalopram,13,10,50.2064,7.0303,7.0392,51,0.6471,20.5882,True,4,strict
major depressive disorde,Wellbutrin XL,14,17,49.2996,6.9033,6.8824,51,0.6078,47.9608,True,4,strict
major depressive disorde,Effexor XR,15,11,48.6024,7.0152,7.0208,48,0.7083,20.9583,False,4,strict
malaria prevention,Atovaquone / proguanil,1,3,27.7984,6.2159,5.75,20,0.55,13.05,False,1,loose
malaria prevention,Malarone,2,4,27.7984,6.2159,5.75,20,0.55,13.05,False,1,loose
malaria prevention,Mefloquine,3,2,18.8442,6.2814,5.3333,9,0.4444,8.0,False,1,loose
malaria prevention,Lariam,4,1,14.0621,6.2888,4.6,5,0.4,11.2,False,1,loose
mance anxiety,Propranolol,1,1,153.7437,9.5532,9.6718,259,0.9846,36.4788,True,26,loose
mania,Divalproex sodium,1,1,34.2873,7.4821,7.7619,21,0.8095,38.619,False,0,none
mania,Depakote,2,2,26.2353,7.2764,7.5385,13,0.7692,57.0,False,0,none
mania,Lithium,3,3,22.9853,7.2686,7.6,10,0.8,32.7,False,0,none
mania,Chlorpromazine,4,4,14.8513,6.6417,5.8,5,0.4,11.4,False,0,none
mania,Haloperidol,5,5,13.4045,5.9947,3.6,5,0.2,10.0,False,0,none
melasma,Fluocinolone / hydroquinone / tretinoin,1,1,59.2027,8.4575,8.8163,49,0.8776,31.1429,False,0,none
melasma,Tri-Luma,2,2,58.4174,8.4318,8.7917,48,0.875,31.7083,False,0,none
meniere s,Diazepam,1,1,38.6992,8.6534,9.65,20,1.0,39.4,False,0,none
meniere s,Valium,2,2,23.0388,8.1455,9.875,8,1.0,54.125,False,0,none
menorrhagia,Tranexamic acid,1,1,56.6722,8.0147,8.26,50,0.84,42.58,False,0,none
menorrhagia,Lysteda,2,2,43.5451,7.9502,8.3333,30,0.8667,55.7667,False,0,none
menorrhagia,Dienogest / estradiol,3,4,21.4156,7.1385,7.3333,9,0.5556,4.7778,False,0,none
menorrhagia,Natazia,4,3,19.0646,7.2057,7.5714,7,0.5714,6.1429,False,0,none
menstrual disorders,Ethinyl estradiol / norethindrone,1,12,63.6943,5.7199,5.5968,124,0.4839,7.2984,False,0,none
menstrual disorders,Drospirenone / ethinyl estradiol,2,11,57.6699,5.9801,5.8495,93,0.5376,5.9247,False,0,none
menstrual disorders,Tranexamic acid,3,2,49.5873,7.562,7.7209,43,0.7209,30.2093,False,0,none
menstrual disorders,Yaz,4,8,38.9283,6.2335,6.0,39,0.5385,5.0769,False,0,none
menstrual disorders,Loestrin 24 Fe,5,9,38.3012,6.0559,5.775,40,0.5,11.625,False,0,none
menstrual disorders,Microgestin Fe 1 / 20,6,5,32.2686,6.8797,6.8182,22,0.6364,11.9545,False,0,none
menstrual disorders,Lysteda,7,1,29.9667,7.7374,8.3333,15,0.8,50.8,False,0,none
menstrual disorders,Yasmin,8,6,25.9503,6.7003,6.4667,15,0.5333,13.6667,False,0,none
menstrual disorders,Ocella,9,4,24.9373,6.9164,6.8462,13,0.7692,4.2308,False,0,none
menstrual disorders,Gianvi,10,7,23.5882,6.3042,5.7143,14,0.5,4.6429,False,0,none
menstrual disorders,Junel Fe 1 / 20,11,14,20.1299,5.0325,3.5625,16,0.125,3.625,False,0,none
menstrual disorders,Microgestin Fe 1.5 / 30,12,10,20.0309,6.0395,5.0,11,0.4545,4.1818,False,0,none
menstrual disorders,Gildess Fe 1 / 20,13,3,18.0866,7.3838,8.1667,6,0.8333,1.8333,False,0,none
menstrual disorders,Loryna,14,13,17.667,5.5868,3.9,10,0.4,2.8,False,0,none
methicillin resistant staphylococcus aureus infection,Linezolid,1,2,28.5429,7.9164,8.7692,13,0.9231,20.2308,True,38,loose
methicillin resistant staphylococcus aureus infection,Zyvox,2,1,27.844,8.0379,9.0833,12,1.0,21.9167,False,38,loose
migraine,Sumatriptan,1,23,130.9469,7.9398,7.9816,272,0.7757,8.2904,False,4,strict
migraine,Rizatriptan,2,1,126.2915,8.8422,8.951,204,0.9265,9.6176,False,4,strict
migraine,Eletriptan,3,9,92.1292,8.554,8.7155,116,0.8793,10.6034,False,4,strict
migraine,Relpax,4,7,91.8491,8.6025,8.7719,114,0.886,10.7719,False,4,strict
migraine,Imitrex,5,27,88.1588,7.7922,7.8672,128,0.75,11.7969,False,4,strict
migraine,Maxalt,6,6,83.6618,8.6753,8.8925,93,0.9247,12.5269,False,4,strict
migraine,Naproxen / sumatriptan,7,5,82.5622,8.7516,8.9888,89,0.9213,7.3596,True,4,strict
migraine,Treximet,8,4,79.274,8.7544,9.0122,82,0.9268,7.8415,False,4,strict
migraine,Acetaminophen / aspirin / caffeine,9,31,75.888,7.4775,7.534,103,0.7282,9.3981,True,4,strict
migraine,Zolmitriptan,10,29,74.1703,7.6501,7.734,94,0.7766,5.5638,False,4,strict
migraine,Gabapentin,11,25,68.4455,7.8512,7.9868,76,0.8289,46.1974,False,4,strict
migraine,Maxalt-MLT,12,8,66.2613,8.5543,8.8667,60,0.9167,10.75,False,4,strict
migraine,Aspirin / butalbital / caffeine,13,15,61.1771,8.1751,8.4286,56,0.875,18.1786,True,4,strict
migraine,Zomig,14,35,55.503,7.1654,7.2,60,0.6833,7.25,False,4,strict
migraine,Frovatriptan,15,2,54.8469,8.7825,9.3333,39,0.9744,8.1026,False,4,strict
migraine prevention,Topiramate,1,28,130.7772,6.2559,6.2357,437,0.5538,23.0778,True,4,loose
migraine prevention,Amitriptyline,2,6,121.3584,7.7692,7.8074,244,0.7869,32.7746,True,4,loose
migraine prevention,Topamax,3,26,106.2353,6.3262,6.2979,282,0.5603,30.5355,False,4,loose
migraine prevention,Nortriptyline,4,2,97.0398,8.0311,8.1164,146,0.8288,40.1301,True,4,loose
migraine prevention,Propranolol,5,11,90.9134,7.6293,7.6831,142,0.7676,29.993,False,4,loose
migraine prevention,OnabotulinumtoxinA,6,20,60.8118,7.0219,7.0267,75,0.68,43.5867,False,4,loose
migraine prevention,Botox,7,21,59.5979,6.9754,6.9726,73,0.6712,44.7671,False,4,loose
migraine prevention,Divalproex sodium,8,27,48.5653,6.3227,6.1864,59,0.5593,23.7288,False,4,loose
migraine prevention,Verapamil,9,13,47.788,7.5559,7.725,40,0.775,41.425,True,4,loose
migraine prevention,Elavil,10,9,46.7888,7.692,7.9189,37,0.7838,45.0811,False,4,loose
migraine prevention,Amlodipine,11,1,41.8534,8.2081,8.7692,26,0.8462,31.0385,False,4,loose
migraine prevention,Inderal,12,14,38.8924,7.4849,7.7037,27,0.7778,40.7037,False,4,loose
migraine prevention,Atenolol,13,3,34.5772,7.9326,8.5263,19,0.7895,27.8421,False,4,loose
migraine prevention,Zonisamide,14,24,33.6364,6.7273,6.6,25,0.68,32.68,False,4,loose
migraine prevention,Depakote,15,29,33.634,6.1407,5.8,30,0.4667,27.2667,False,4,loose
min,Metformin,1,2,46.2489,7.0529,7.0698,43,0.6977,68.5349,False,0,none
min,Linagliptin / metformin,2,1,20.2104,7.1455,7.375,8,0.75,4.25,False,0,none
min sitagliptin,Metformin / sitagliptin,1,1,36.4953,6.2589,6.0,34,0.5,39.1176,False,0,none
mitral valve prolapse,Metoprolol,1,2,24.279,7.6777,8.5,10,0.9,16.2,True,17,loose
mitral valve prolapse,Atenolol,2,1,19.3114,7.8838,9.6667,6,1.0,21.0,False,17,loose
mitral valve prolapse,Nebivolol,3,3,18.3588,7.495,8.5,6,0.8333,28.3333,False,17,loose
mitral valve prolapse,Bystolic,4,4,16.5613,7.4064,8.4,5,0.8,33.8,False,17,loose
mitral valve prolapse,Propranolol,5,5,16.0351,7.1711,7.6,5,0.6,9.6,False,17,loose
moterol,Budesonide / formoterol,1,1,76.004,7.5255,7.5882,102,0.6863,37.049,False,0,none
moterol,Formoterol,2,2,19.4824,7.3636,8.0,7,0.7143,13.0,False,0,none
moterol mometasone,Formoterol / mometasone,1,1,38.3636,6.3939,6.1944,36,0.5556,20.6944,False,0,none
motion sickness,Scopolamine,1,7,65.0235,7.2248,7.2593,81,0.679,12.5802,False,0,none
motion sickness,Transderm-Scop,2,8,53.453,7.2076,7.2545,55,0.6727,15.8364,False,0,none
motion sickness,Meclizine,3,3,51.1534,8.2982,8.7105,38,0.8684,22.8684,False,0,none
motion sickness,Dimenhydrinate,4,1,43.8662,8.6029,9.3462,26,0.9615,23.3077,False,0,none
motion sickness,Bonine,5,4,41.8534,8.2081,8.7692,26,0.8846,27.6538,False,0,none
motion sickness,Dramamine,6,2,39.5801,8.4385,9.2273,22,0.9545,26.7727,False,0,none
motion sickness,Cyclizine,7,5,19.5836,7.995,10.0,6,1.0,25.1667,False,0,none
motion sickness,Promethazine,8,10,18.7861,7.1005,7.2857,7,0.7143,12.1429,False,0,none
motion sickness,Marezine,9,6,17.6135,7.877,10.0,5,1.0,29.4,False,0,none
motion sickness,Phenergan,10,9,16.0351,7.1711,7.6,5,0.8,14.4,False,0,none
multiple sclerosis,Glatiramer,1,9,78.1826,7.7036,7.7864,103,0.767,37.9223,False,4,strict
multiple sclerosis,Copaxone,2,8,77.3499,7.774,7.8687,99,0.7778,39.2424,False,4,strict
multiple sclerosis,Natalizumab,3,7,68.1483,7.8171,7.9474,76,0.75,56.8421,False,4,strict
multiple sclerosis,Tysabri,4,6,67.5092,7.8478,7.9865,74,0.7568,58.3649,False,4,strict
multiple sclerosis,Fingolimod,5,11,61.5159,7.3526,7.4143,70,0.7429,56.8429,False,4,strict
multiple sclerosis,Interferon beta-1a,6,10,60.9485,7.6788,7.8095,63,0.7937,15.254,False,4,strict
multiple sclerosis,Gilenya,7,15,60.2911,7.3114,7.3676,68,0.7353,58.3824,False,4,strict
multiple sclerosis,Ampyra,8,2,59.7067,8.2798,8.5769,52,0.8462,68.7692,False,4,strict
multiple sclerosis,Dalfampridine,9,3,59.7067,8.2798,8.5769,52,0.8462,68.7692,False,4,strict
multiple sclerosis,Dimethyl fumarate,10,12,40.9048,7.3467,7.4839,31,0.6774,25.5161,False,4,strict
multiple sclerosis,Avonex,11,13,39.3917,7.3149,7.4483,29,0.6897,18.1034,False,4,strict
multiple sclerosis,Tecfidera,12,14,39.3917,7.3149,7.4483,29,0.6897,27.2759,False,4,strict
multiple sclerosis,Teriflunomide,13,20,32.663,6.1727,5.8214,28,0.5357,34.9643,False,4,strict
multiple sclerosis,Rebif,14,18,31.991,7.1534,7.25,20,0.8,18.75,False,4,strict
multiple sclerosis,Modafinil,15,4,31.9749,8.2559,9.2667,15,0.9333,39.6,False,4,strict
muscle pain,Naproxen,1,8,31.9141,6.6545,6.4783,23,0.6087,14.5652,True,64,loose
muscle pain,Diclofenac,2,2,29.4156,7.3539,7.625,16,0.8125,25.4375,True,64,loose
muscle pain,Methyl salicylate,3,10,21.0602,6.0795,5.1667,12,0.4167,4.1667,False,64,loose
muscle pain,Voltaren,4,3,17.9506,7.3283,8.0,6,0.8333,43.5,True,64,loose
muscle pain,Nabumetone,5,6,16.998,6.9394,6.8333,6,0.6667,32.1667,True,64,loose
muscle pain,Aspirin / caffeine / orphenadrine,6,1,16.6928,7.4652,8.6,5,0.8,7.6,True,64,loose
muscle pain,Salonpas Pain Patch,7,9,16.1404,6.1005,4.5714,7,0.2857,6.5714,True,64,loose
muscle pain,Advil,8,4,15.6405,6.9947,7.0,5,0.6,22.0,False,64,loose
muscle pain,Ibuprofen,9,5,15.6405,6.9947,7.0,5,0.6,22.0,True,64,loose
muscle pain,Relafen,10,7,15.1144,6.7594,6.2,5,0.6,35.2,False,64,loose
muscle spasm,Carisoprodol,1,2,117.3859,8.9506,9.0872,172,0.9244,52.9767,False,2,loose
muscle spasm,Soma,2,1,103.6268,8.9856,9.1654,133,0.9474,65.1203,False,2,loose
muscle spasm,Cyclobenzaprine,3,21,95.9661,6.1689,6.1281,242,0.5579,30.5124,False,2,loose
muscle spasm,Tizanidine,4,18,87.6429,6.6252,6.6,175,0.6229,50.5657,False,2,loose
muscle spasm,Diazepam,5,3,75.1317,8.2969,8.4878,82,0.8537,51.4024,False,2,loose
muscle spasm,Methocarbamol,6,22,74.4455,6.0988,6.0268,149,0.5369,43.2013,False,2,loose
muscle spasm,Zanaflex,7,8,65.3274,7.646,7.7534,73,0.7534,84.7671,False,2,loose
muscle spasm,Baclofen,8,16,65.2133,6.6907,6.6526,95,0.6421,50.0421,False,2,loose
muscle spasm,Flexeril,9,19,64.9919,6.4992,6.44,100,0.6,49.52,False,2,loose
muscle spasm,Metaxalone,10,9,63.0155,7.3754,7.4384,73,0.7534,38.0274,False,2,loose
muscle spasm,Skelaxin,11,7,58.7475,7.7813,7.9474,57,0.8246,42.7368,False,2,loose
muscle spasm,Valium,12,4,48.0724,8.1257,8.5143,35,0.8571,69.2,False,2,loose
muscle spasm,Chlorzoxazone,13,15,44.2742,6.8317,6.7857,42,0.6667,38.3095,False,2,loose
muscle spasm,Robaxin,14,17,40.9205,6.6382,6.5263,38,0.6053,81.8684,False,2,loose
muscle spasm,Orphenadrine,15,13,36.8939,7.1002,7.1481,27,0.6667,32.1852,False,2,loose
myasthenia gravis,Pyridostigmine,1,3,29.4175,7.1348,7.2353,17,0.7059,26.7647,False,0,none
myasthenia gravis,Mycophenolate mofetil,2,1,28.4811,7.6119,8.1429,14,0.8571,31.7143,False,0,none
myasthenia gravis,Mestinon,3,4,19.8442,6.6147,6.1111,9,0.5556,34.1111,False,0,none
myasthenia gravis,CellCept,4,2,18.3588,7.495,8.5,6,0.8333,52.6667,False,0,none
narcolepsy,Modafinil,1,12,67.5944,7.0472,7.0543,92,0.663,25.0978,False,0,none
narcolepsy,Sodium oxybate,2,5,63.6208,8.0799,8.2903,62,0.871,27.2581,False,0,none
narcolepsy,Xyrem,3,4,63.2212,8.0946,8.3115,61,0.8689,27.7049,False,0,none
narcolepsy,Armodafinil,4,15,62.174,6.6657,6.6207,87,0.6322,17.7356,False,0,none
narcolepsy,Nuvigil,5,13,60.0249,6.8853,6.8684,76,0.6579,19.9342,False,0,none
narcolepsy,Provigil,6,14,59.3187,6.8495,6.8267,75,0.6267,29.3733,False,0,none
narcolepsy,Amphetamine / dextroamphetamine,7,1,59.2027,8.4575,8.8163,49,0.9388,42.0612,False,0,none
narcolepsy,Adderall,8,2,48.284,8.2806,8.7353,34,0.9412,52.5,False,0,none
narcolepsy,Methylphenidate,9,8,46.2922,7.6104,7.8108,37,0.7838,35.3514,False,0,none
narcolepsy,Dextroamphetamine,10,3,34.7768,8.197,9.0,18,0.9444,34.4444,False,0,none
narcolepsy,Ritalin,11,10,31.0999,7.3303,7.5556,18,0.7778,52.4444,False,0,none
narcolepsy,Dexedrine,12,7,26.0873,7.8656,8.8182,11,0.9091,45.3636,False,0,none
narcolepsy,Adderall XR,13,6,21.0141,7.9426,9.5714,7,1.0,33.5714,False,0,none
narcolepsy,Lisdexamfetamine,14,9,20.0394,7.5742,8.5714,7,0.8571,9.8571,False,0,none
narcolepsy,Concerta,15,11,18.6469,7.0479,7.1429,7,0.7143,22.8571,False,0,none
nasal congestion,Oxymetazoline,1,16,50.3901,5.6693,5.4684,79,0.4937,5.1392,True,2,loose
nasal congestion,Pseudoephedrine,2,8,47.6796,7.2711,7.3488,43,0.7442,17.9302,False,2,loose
nasal congestion,Loratadine / pseudoephedrine,3,11,39.7395,7.1374,7.1935,31,0.6452,20.4516,False,2,loose
nasal congestion,Claritin-D,4,9,33.7861,7.2032,7.3182,22,0.6364,26.9545,False,2,loose
nasal congestion,Dexbrompheniramine / pseudoephedrine,5,1,33.4094,8.6263,9.9333,15,1.0,8.6,False,2,loose
nasal congestion,Xylometazoline,6,10,32.8986,7.1791,7.2857,21,0.7143,7.6667,False,2,loose
nasal congestion,Afrin,7,17,30.6387,4.8444,4.2,40,0.35,6.125,False,2,loose
nasal congestion,Drixoral Cold and Allergy,8,2,29.2874,8.4545,9.9167,12,1.0,10.5,False,2,loose
nasal congestion,Naphazoline,9,3,29.2874,8.4545,9.9167,12,1.0,22.3333,False,2,loose
nasal congestion,Privine,10,4,27.9619,8.4308,10.0,11,1.0,24.2727,False,2,loose
nasal congestion,Phenylephrine,11,6,27.2449,7.5564,8.0769,13,0.8462,3.7692,False,2,loose
nasal congestion,Vicks Sinex Nasal Spray (old formulation),12,12,25.1712,6.7273,6.5,14,0.6429,5.6429,False,2,loose
nasal congestion,Nostrilla,13,13,21.2604,6.7231,6.4,10,0.6,6.0,False,2,loose
nasal congestion,Sodium chloride,14,14,18.1299,6.0433,4.7778,9,0.4444,1.7778,False,2,loose
nasal congestion,Sudafed Congestion,15,7,18.0866,7.3838,8.1667,6,0.8333,30.1667,False,2,loose
nausea vomiting,Ondansetron,1,8,122.7831,8.0611,8.1164,232,0.8017,16.8922,True,4,strict
nausea vomiting,Zofran,2,3,95.2702,8.4208,8.5547,128,0.8594,21.2109,False,4,strict
nausea vomiting,Promethazine,3,1,89.5545,8.5778,8.7523,109,0.8807,19.4312,False,4,strict
nausea vomiting,Phenergan,4,2,58.0882,8.473,8.8511,47,0.8936,25.7234,False,4,strict
nausea vomiting,Zofran ODT,5,14,41.6046,7.2424,7.3333,33,0.697,17.4848,False,4,strict
nausea vomiting,Prochlorperazine,6,22,40.4995,4.7401,4.3699,73,0.3699,13.8904,False,4,strict
nausea vomiting,Phosphorated carbohydrate solution,7,4,40.1355,8.3688,9.087,23,0.913,13.5652,False,4,strict
nausea vomiting,Lorazepam,8,9,40.1229,8.0246,8.52,25,0.8,31.56,True,4,strict
nausea vomiting,Emetrol,9,5,38.1755,8.3306,9.0952,21,0.9048,14.0,False,4,strict
nausea vomiting,Metoclopramide,10,23,35.1042,4.4582,3.9677,62,0.3226,16.4677,False,4,strict
nausea vomiting,Reglan,11,21,31.971,4.8198,4.2273,44,0.3636,21.4773,False,4,strict
nausea vomiting,Scopolamine,12,18,30.9845,6.0766,5.6538,26,0.4231,4.3077,False,4,strict
nausea vomiting,Compazine,13,24,30.4332,4.4391,3.7872,47,0.2979,16.9787,False,4,strict
nausea vomiting,Dimenhydrinate,14,6,28.5657,8.2462,9.5,12,1.0,30.5,False,4,strict
nausea vomiting,Diphenhydramine,15,15,27.8151,7.1818,7.3333,15,0.7333,27.1333,False,4,strict
nausea vomiting chemotherapy induced,Dronabinol,1,4,31.5585,7.8896,8.5625,16,0.9375,29.375,True,19,loose
nausea vomiting chemotherapy induced,Marinol,2,3,26.8083,8.083,9.2727,11,1.0,35.7273,False,19,loose
nausea vomiting chemotherapy induced,Aprepitant,3,1,26.2913,8.3141,9.9,10,1.0,9.3,False,19,loose
nausea vomiting chemotherapy induced,Emend,4,2,26.2913,8.3141,9.9,10,1.0,9.3,False,19,loose
nausea vomiting chemotherapy induced,Ondansetron,5,7,22.1299,7.3766,7.8889,9,0.7778,16.5556,True,19,loose
nausea vomiting chemotherapy induced,Granisetron,6,5,20.5964,7.7847,9.1429,7,1.0,3.5714,False,19,loose
nausea vomiting chemotherapy induced,Zofran,7,9,18.7861,7.1005,7.2857,7,0.7143,18.5714,True,19,loose
nausea vomiting chemotherapy induced,Dexamethasone,8,8,17.6784,7.2172,7.6667,6,0.6667,9.6667,True,19,loose
