condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful
cough,Mucinex,14,16,76.8109,6.4849,6.2593,27,0.5926,27.2963
cough,Cheratussin AC,15,21,69.8256,5.8951,5.4074,27,0.4074,27.2222
cough and nasal congestion,Guaifenesin / pseudoephedrine,1,8,320.839,6.5837,6.5562,178,0.6404,14.0169
cough and nasal congestion,Mucinex D,2,10,288.6655,6.5083,6.4713,157,0.6306,15.5096
cough and nasal congestion,Brompheniramine / dextromethorphan / pseudoephedrine,3,11,56.7761,6.497,6.1667,18,0.6111,7.7778
cough and nasal congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,4,1,54.7787,8.4962,10.0,12,1.0,7.5
cough and nasal congestion,Zutripro,5,2,54.7787,8.4962,10.0,12,1.0,7.5
cough and nasal congestion,Bromfed DM,6,6,44.033,6.8295,6.6667,12,0.6667,10.9167
cough and nasal congestion,Mucinex D Maximum Strength,7,7,42.9584,6.6629,6.3333,12,0.5833,0.6667
cough and nasal congestion,Dextromethorphan / guaifenesin / pseudoephedrine,8,4,29.798,7.7727,9.3333,6,1.0,2.1667
cough and nasal congestion,Chlorpheniramine / dextromethorphan / phenylephrine,9,5,28.5201,7.4394,8.3333,6,0.8333,5.6667
cough and nasal congestion,Chlorpheniramine / dextromethorphan / pseudoephedrine,10,3,26.1417,7.8182,9.8,5,1.0,5.2
cough and nasal congestion,Chlorpheniramine / dextromethorphan,11,9,21.8145,6.5241,5.4,5,0.4,6.6
crohn s,Adalimumab,1,9,79.8299,6.388,6.1379,29,0.5172,23.7586
crohn s,Humira,2,10,79.8299,6.388,6.1379,29,0.5172,23.7586
crohn s,Mesalamine,3,5,76.7916,7.3117,7.4783,23,0.7391,9.2174
crohn s,Infliximab,4,12,38.0551,6.3004,5.5455,11,0.3636,7.6364
crohn s,Cholestyramine,5,1,37.5573,7.8955,9.25,8,0.875,39.375
crohn s,Vedolizumab,6,14,37.2191,5.4364,4.0,13,0.2308,9.2308
crohn s,Pentasa,7,3,36.606,7.6955,8.75,8,0.875,8.5
crohn s,Entyvio,8,13,36.2423,5.6212,4.25,12,0.25,9.6667
crohn s,Remicade,9,11,33.1339,6.3766,5.5556,9,0.3333,8.7778
crohn s,Asacol,10,4,28.5201,7.4394,8.3333,6,0.8333,10.1667
crohn s,Azathioprine,11,8,25.9643,6.7727,6.3333,6,0.6667,11.0
crohn s,Sulfasalazine,12,2,25.945,7.7594,9.6,5,1.0,12.0
crohn s,Budesonide,13,6,24.1748,7.23,7.8,5,0.8,17.8
crohn s,Balsalazide,14,7,23.7814,7.1123,7.4,5,0.8,8.8
crohn s acute,Infliximab,1,4,38.3182,6.8141,6.6,10,0.6,7.9
crohn s acute,Remicade,2,5,38.3182,6.8141,6.6,10,0.6,7.9
crohn s acute,Metronidazole,3,1,31.4631,7.311,7.8571,7,0.8571,3.5714
crohn s acute,Adalimumab,4,2,26.6033,6.9394,6.8333,6,0.6667,25.6667
crohn s acute,Humira,5,3,26.6033,6.9394,6.8333,6,0.6667,25.6667
crohn s maintenance,Mesalamine,1,1,135.424,7.9269,8.1818,44,0.8636,20.4318
crohn s maintenance,Adalimumab,2,5,114.1716,7.6104,7.8108,37,0.7838,41.5405
crohn s maintenance,Humira,3,6,114.1716,7.6104,7.8108,37,0.7838,41.5405
crohn s maintenance,Pentasa,4,2,109.553,7.7806,8.0588,34,0.8529,22.3824
crohn s maintenance,Infliximab,5,7,90.6551,7.4477,7.6429,28,0.7857,30.1786
crohn s maintenance,Remicade,6,8,90.6551,7.4477,7.6429,28,0.7857,30.1786
crohn s maintenance,Azathioprine,7,10,39.5963,7.0413,7.1,10,0.8,20.7
crohn s maintenance,Imuran,8,11,35.8557,6.9004,6.7778,9,0.7778,22.5556
crohn s maintenance,Asacol,9,9,31.9161,7.4163,8.1429,7,0.8571,17.4286
crohn s maintenance,Certolizumab,10,3,29.585,7.7172,9.1667,6,0.8333,17.1667
crohn s maintenance,Cimzia,11,4,29.585,7.7172,9.1667,6,0.8333,17.1667
crohn s maintenance,Mercaptopurine,12,12,27.0923,5.6955,3.75,8,0.25,8.5
cyclic vomiting syndrome,Amitriptyline,1,1,79.179,8.3722,9.2,20,0.95,15.5
cyclic vomiting syndrome,Nortriptyline,2,2,24.9616,7.4652,8.6,5,1.0,9.0
deep vein thrombosis,Rivaroxaban,1,8,93.359,6.3523,6.1389,36,0.5556,26.75
deep vein thrombosis,Xarelto,2,7,89.0083,6.4646,6.2727,33,0.5758,28.9091
deep vein thrombosis,Enoxaparin,3,1,29.372,7.6616,9.0,6,1.0,23.0
deep vein thrombosis,Lovenox,4,2,29.372,7.6616,9.0,6,1.0,23.0
deep vein thrombosis,Dabigatran,5,3,26.1773,6.8283,6.5,6,0.5,12.0
deep vein thrombosis,Pradaxa,6,4,26.1773,6.8283,6.5,6,0.5,12.0
deep vein thrombosis,Apixaban,7,5,22.2079,6.6417,5.8,5,0.4,28.4
deep vein thrombosis,Eliquis,8,6,22.2079,6.6417,5.8,5,0.4,28.4
dental abscess,Metronidazole,1,3,169.5849,6.6541,6.6,75,0.5467,23.7733
dental abscess,Amoxicillin,2,4,55.831,5.9034,5.25,20,0.4,23.2
dental abscess,Flagyl,3,1,31.9161,7.4163,8.1429,7,0.7143,52.2857
dental abscess,Clarithromycin,4,2,22.4046,6.7005,6.0,5,0.6,26.0
depression,Bupropion,1,35,1054.5926,7.3806,7.3869,747,0.7242,55.7925
depression,Sertraline,2,52,932.5883,7.1376,7.1403,663,0.6953,54.9382
depression,Desvenlafaxine,3,50,838.6119,7.1605,7.164,573,0.6998,40.6928
depression,Pristiq,4,47,822.3191,7.2013,7.2058,554,0.704,41.9675
depression,Escitalopram,5,28,815.8127,7.5463,7.5592,515,0.7592,43.4524
depression,Citalopram,6,30,804.2151,7.4608,7.4717,513,0.7388,40.2749
depression,Venlafaxine,7,74,768.035,6.5493,6.5401,574,0.6237,32.3972
depression,Lexapro,8,27,690.1324,7.6022,7.6201,408,0.7721,52.3676
depression,Fluoxetine,9,42,638.1752,7.2578,7.266,391,0.7059,45.0281
depression,Zoloft,10,48,624.8874,7.1757,7.1813,386,0.7098,80.0777
depression,Duloxetine,11,76,621.5615,6.5031,6.4897,437,0.6041,46.7071
depression,Vilazodone,12,71,596.6494,6.5845,6.5725,407,0.5995,51.5037
depression,Cymbalta,13,75,593.6319,6.5033,6.4891,411,0.6034,49.4258
depression,Vortioxetine,14,80,590.2083,5.9615,5.9345,458,0.5393,45.9869
depression,Viibryd,15,72,585.5868,6.5841,6.5718,397,0.5995,52.7834
dermatitis,Triamcinolone,1,2,71.6321,8.197,9.0,18,0.8889,19.5
dermatitis,Clobetasol,2,1,68.5455,8.5682,9.75,16,1.0,18.0
dermatitis,Fluocinonide,3,3,44.7085,7.9504,9.1,10,0.9,21.6
dermatitis,Desonide,4,5,35.6546,7.4955,8.25,8,0.875,19.75
dermatitis,Prednisolone,5,7,27.6682,7.2172,7.6667,6,0.8333,13.1667
dermatitis,Betamethasone,6,4,25.945,7.7594,9.6,5,1.0,13.4
dermatitis,Hydrocortisone,7,6,24.1748,7.23,7.8,5,0.8,8.0
dermatological disorders,Betamethasone,1,1,41.5467,7.9957,9.3333,9,1.0,27.6667
dermatological disorders,Urea,2,2,30.224,7.8838,9.6667,6,1.0,28.6667
dermatological disorders,Silver,3,3,29.798,7.7727,9.3333,6,1.0,9.3333
dermatological disorders,Hydroquinone,4,4,19.651,5.877,3.2,5,0.2,39.6
diabetes type 1,"Insulin inhalation, rapid acting",1,1,100.2682,7.4525,7.625,32,0.75,41.7812
diabetes type 1,Afrezza,2,3,97.1306,7.3932,7.5484,31,0.7419,42.9032
diabetes type 1,Insulin degludec,3,6,59.0872,5.626,4.913,23,0.3913,13.4783
diabetes type 1,Tresiba,4,5,57.3368,5.6444,4.9091,22,0.4091,14.0909
diabetes type 1,Insulin glargine,5,4,43.7302,5.7374,4.7333,15,0.4,12.2667
diabetes type 1,Lantus,6,2,28.5201,7.4394,8.3333,6,0.8333,24.6667
diabetes type 2,Liraglutide,1,1,650.8854,7.8919,7.922,359,0.7967,29.6852
diabetes type 2,Victoza,2,2,641.1746,7.8899,7.9205,352,0.7983,30.2074
diabetes type 2,Exenatide,3,12,450.5697,7.2759,7.2898,245,0.698,25.7755
diabetes type 2,Dulaglutide,4,47,433.7154,6.0319,5.9933,299,0.5318,18.6388
diabetes type 2,Trulicity,5,48,421.0014,6.0063,5.9654,289,0.526,19.2768
diabetes type 2,Bydureon,6,19,331.4079,6.9778,6.9767,172,0.6744,24.4535
diabetes type 2,Canagliflozin,7,40,327.1203,6.2448,6.199,196,0.551,37.75
diabetes type 2,Invokana,8,38,321.6574,6.2606,6.2147,191,0.555,38.7068
diabetes type 2,Metformin,9,37,209.6523,6.3018,6.2243,107,0.5888,44.5514
diabetes type 2,Byetta,10,3,188.5431,7.8754,8.029,69,0.7536,30.5072
diabetes type 2,Sitagliptin,11,50,140.1867,5.9862,5.806,67,0.4627,46.8955
diabetes type 2,Empagliflozin,12,27,134.5853,6.7562,6.7037,54,0.6111,30.3333
diabetes type 2,Insulin glargine,13,23,131.4425,6.8874,6.8627,51,0.5686,15.4314
diabetes type 2,Januvia,14,46,131.4182,6.096,5.9167,60,0.4667,52.0667
diabetes type 2,Jardiance,15,26,129.0191,6.7605,6.7059,51,0.6275,32.0392
diabetic peripheral neuropathy,Pregabalin,1,8,116.8019,6.5069,6.383,47,0.5319,48.1064
diabetic peripheral neuropathy,Lyrica,2,7,113.9726,6.5598,6.4444,45,0.5556,50.1111
diabetic peripheral neuropathy,Gabapentin,3,5,100.3942,6.692,6.5946,37,0.6486,24.2973
diabetic peripheral neuropathy,Duloxetine,4,6,87.6591,6.6723,6.5484,31,0.6452,35.5161
diabetic peripheral neuropathy,Cymbalta,5,4,84.2647,6.9227,6.8929,28,0.6786,39.0714
diabetic peripheral neuropathy,Nucynta ER,6,1,35.4168,7.4455,8.125,8,0.875,21.375
diabetic peripheral neuropathy,Tapentadol,7,2,35.4168,7.4455,8.125,8,0.875,21.375
diabetic peripheral neuropathy,Topiramate,8,3,33.7519,7.0955,7.25,8,0.875,40.375
diarrhea,Atropine / diphenoxylate,1,3,128.3711,7.9228,8.1951,41,0.8293,36.0244
diarrhea,Lomotil,2,7,90.4778,7.6387,7.9259,27,0.8148,49.5926
diarrhea,Loperamide,3,2,85.1937,8.1117,8.6957,23,0.8696,17.2609
diarrhea,Opium,4,1,67.1169,8.3896,9.4375,16,1.0,18.125
diarrhea,Bismuth subsalicylate,5,4,33.9546,7.89,9.4286,7,1.0,10.2857
diarrhea,Saccharomyces boulardii lyo,6,9,32.3691,7.5215,8.4286,7,0.8571,35.1429
diarrhea,Paregoric,7,5,30.011,7.8283,9.5,6,1.0,31.6667
diarrhea,Pepto-Bismol,8,6,29.798,7.7727,9.3333,6,1.0,11.0
diarrhea,Imodium A-D,9,11,27.2422,7.1061,7.3333,6,0.6667,22.3333
diarrhea,Florastor,10,8,25.3549,7.5829,9.0,5,0.8,47.8
diarrhea,Imodium,11,10,24.3715,7.2888,8.0,5,0.8,18.6
diarrhea chronic,Colesevelam,1,1,122.9705,8.9313,9.6364,33,0.9697,54.5455
diarrhea chronic,Welchol,2,2,75.7103,8.6636,9.7778,18,1.0,93.0
diarrhea chronic,Loperamide,3,3,38.7465,8.1455,9.875,8,1.0,24.0
dietary supplementation,Multivitamin,1,4,117.8989,6.4652,6.3333,48,0.5833,30.2917
dietary supplementation,Ubiquinone,2,1,36.606,7.6955,8.75,8,0.875,32.75
dietary supplementation,Biotin,3,5,33.3814,6.4242,5.6667,9,0.4444,22.3333
dietary supplementation,Omega-3 polyunsaturated fatty acids,4,6,31.6493,6.0909,4.8889,9,0.4444,19.8889
dietary supplementation,CoQ10,5,2,24.5682,7.3476,8.2,5,0.8,38.2
dietary supplementation,Chondroitin / glucosamine,6,3,23.388,6.9947,7.0,5,0.6,10.6
diverticulitis,Metronidazole,1,2,234.9076,6.8692,6.8559,111,0.6577,38.2883
diverticulitis,Flagyl,2,3,121.1782,6.8605,6.8261,46,0.6957,52.9348
diverticulitis,Ciprofloxacin,3,4,49.4026,6.1753,5.5625,16,0.4375,31.125
diverticulitis,Cipro,4,1,35.8557,6.9004,6.7778,9,0.6667,49.1111
dry eye,Lifitegrast,1,1,161.0605,5.7032,5.5233,86,0.4651,14.0233
dry eye,Xiidra,2,2,155.3545,5.7012,5.5122,82,0.4634,14.7073
dry eye,Ocular lubricant,3,4,38.0815,4.5486,2.8235,17,0.2353,5.7059
dry eye,Systane,4,3,19.1489,4.995,1.0,6,0.0,12.3333
dry skin,Emollients,1,5,106.3599,6.5643,6.439,41,0.6341,9.1951
dry skin,EpiCeram,2,4,53.1434,7.3427,7.6429,14,0.7857,18.6429
dry skin,Urea,3,1,42.0416,8.0909,9.5556,9,1.0,21.2222
dry skin,Ammonium lactate,4,2,34.6341,8.0479,9.8571,7,1.0,36.7143
dry skin,Biafine,5,3,34.6341,8.0479,9.8571,7,1.0,9.4286
duodenal ulce,Sucralfate,1,1,41.5467,7.9957,9.3333,9,1.0,45.4444
duodenal ulce,Carafate,2,2,25.5516,7.6417,9.2,5,1.0,58.4
duodenal ulce,Pantoprazole,3,3,22.9947,6.877,6.6,5,0.6,19.6
dysautonomia,Midodrine,1,1,29.798,7.7727,9.3333,6,1.0,24.1667
dysautonomia,Pyridostigmine,2,3,27.4552,7.1616,7.5,6,0.8333,8.6667
dysautonomia,Alprazolam,3,2,25.945,7.7594,9.6,5,1.0,15.6
dysautonomia,Mestinon,4,4,23.5847,7.0535,7.2,5,0.8,9.0
dysuria,Phenazopyridine,1,3,144.4927,6.7875,6.7458,59,0.6441,14.7458
dysuria,Uricalm,2,2,60.0223,7.1693,7.2941,17,0.7059,18.4706
dysuria,Pyridium,3,4,48.9679,6.7657,6.5714,14,0.6429,20.0714
dysuria,Azo-Standard,4,1,32.1426,7.4689,8.2857,7,1.0,18.0
eczema,Mometasone,1,1,104.6531,8.5977,9.2857,28,0.9286,20.8571
eczema,Elocon,2,2,80.6567,8.5284,9.45,20,0.95,26.2
eczema,Desonide,3,3,70.4153,8.4107,9.4118,17,1.0,21.8824
eczema,Elidel,4,9,66.6125,7.3197,7.5263,19,0.6842,17.1579
eczema,Pimecrolimus,5,10,66.6125,7.3197,7.5263,19,0.6842,17.1579
eczema,Dupilumab,6,5,60.8312,7.6039,8.0625,16,0.8125,18.0
eczema,Dupixent,7,7,57.2804,7.5152,7.9333,15,0.8,18.9333
eczema,Hydrocortisone,8,4,44.9641,7.9959,9.2,10,1.0,9.8
eczema,Halobetasol,9,6,35.8925,7.5455,8.375,8,0.875,10.25
eczema,Desoximetasone,10,8,35.4168,7.4455,8.125,8,0.75,19.0
eczema,Prednisone,11,11,34.4654,7.2455,7.625,8,0.75,36.875
edema,Furosemide,1,2,119.1998,7.3568,7.4634,41,0.6829,64.1951
edema,Lasix,2,3,73.7692,7.262,7.4091,22,0.6818,86.2273
edema,Hydrochlorothiazide / triamterene,3,7,45.9824,6.7164,6.4615,13,0.6154,24.9231
edema,Spironolactone,4,1,36.3681,7.6455,8.625,8,1.0,38.25
edema,Triamterene,5,6,26.1773,6.8283,6.5,6,0.8333,25.5
edema,Bumetanide,6,4,23.9781,7.1711,7.6,5,0.8,20.4
edema,Hydrochlorothiazide,7,5,23.388,6.9947,7.0,5,0.8,42.2
emale infertility,Clomiphene,1,2,117.9039,7.1465,7.1905,42,0.6667,74.881
emale infertility,Clomid,2,1,100.9409,7.3313,7.4545,33,0.697,92.7879
emale infertility,Metformin,3,3,23.5847,7.0535,7.2,5,0.6,23.8
emergency contraception,Levonorgestrel,1,3,2191.6494,8.4618,8.4724,1651,0.8419,13.5542
emergency contraception,Plan B,2,1,1291.3066,8.674,8.6996,789,0.8682,12.0811
emergency contraception,Plan B One-Step,3,2,984.7361,8.647,8.683,552,0.8623,19.7971
emergency contraception,Ulipristal,4,5,183.0403,7.2548,7.2973,74,0.6892,9.1486
emergency contraception,ella,5,7,175.0192,7.1555,7.1831,71,0.6761,9.5352
emergency contraception,Aftera,6,8,174.239,6.9059,6.8919,74,0.6757,6.9595
emergency contraception,Next Choice,7,4,133.5936,7.8198,8.0455,44,0.8409,14.4091
emergency contraception,My Way,8,6,72.8729,7.1738,7.2727,22,0.7273,5.5455
emergency contraception,EContra EZ,9,9,20.6344,6.1711,4.2,5,0.2,4.0
endometriosis,Leuprolide,1,22,185.5115,5.7799,5.6373,102,0.5098,21.1078
endometriosis,Ethinyl estradiol / levonorgestrel,2,16,158.1033,6.2664,6.1486,74,0.527,8.2432
endometriosis,Lupron Depot,3,19,153.829,5.9762,5.8158,76,0.5263,22.8421
endometriosis,Ethinyl estradiol / norethindrone,4,15,129.4222,6.3222,6.1786,56,0.5714,8.0
endometriosis,Medroxyprogesterone,5,17,121.7589,6.1986,6.0189,53,0.5849,19.8302
endometriosis,Depo-Provera,6,14,112.3466,6.3605,6.1957,46,0.6087,22.3913
endometriosis,Ethinyl estradiol / norgestimate,7,13,101.2163,6.3636,6.175,40,0.55,8.375
endometriosis,Norethindrone,8,18,71.9515,6.0746,5.6667,27,0.4444,15.1481
endometriosis,Goserelin,9,8,70.4536,6.4975,6.25,24,0.5417,21.125
endometriosis,Zoladex,10,9,70.4536,6.4975,6.25,24,0.5417,21.125
endometriosis,Seasonique,11,24,68.0033,5.7413,5.1852,27,0.4444,10.9259
endometriosis,Loestrin 24 Fe,12,11,53.671,6.4107,6.0,17,0.5294,12.7647
endometriosis,Lupron,13,23,48.1858,5.7555,4.8824,17,0.4706,22.2353
endometriosis,Microgestin Fe 1 / 20,14,4,42.5195,7.0395,7.0909,11,0.6364,10.2727
endometriosis,Sprintec,15,10,41.8838,6.4962,6.0,12,0.5833,7.8333
epilepsy,Levetiracetam,1,17,153.8015,6.2881,6.169,71,0.5493,16.6901
epilepsy,Carbamazepine,2,11,143.682,6.9262,6.9123,57,0.6842,13.8772
epilepsy,Divalproex sodium,3,7,140.4953,7.1524,7.1887,53,0.717,16.2264
epilepsy,Keppra,4,19,103.1665,6.1438,5.907,43,0.5349,24.0698
epilepsy,Depakote,5,9,102.2307,7.1045,7.1429,35,0.7143,19.0571
epilepsy,Tegretol,6,14,86.0401,6.7121,6.6,30,0.6333,17.9
epilepsy,Phenytoin,7,2,85.1162,7.3923,7.5769,26,0.8462,8.3846
epilepsy,Dilantin,8,5,71.3177,7.27,7.4286,21,0.8095,9.7619
epilepsy,Lamotrigine,9,12,57.1353,6.8245,6.7059,17,0.5882,4.5294
epilepsy,Depakote ER,10,3,52.865,7.3042,7.5714,14,0.7857,13.1429
epilepsy,Perampanel,11,18,47.1178,6.1818,5.5333,15,0.4667,10.2
epilepsy,Fycompa,12,16,46.1842,6.3811,5.8571,14,0.5,10.7857
epilepsy,Gabapentin,13,13,38.0626,6.7686,6.5,10,0.7,19.4
epilepsy,Felbamate,14,1,35.4168,7.4455,8.125,8,0.875,6.5
epilepsy,Carbatrol,15,4,34.7032,7.2955,7.75,8,0.75,12.125
erectile dysfunction,Tadalafil,1,2,708.1849,8.6592,8.7155,355,0.8761,51.0113
erectile dysfunction,Cialis,2,1,650.2807,8.697,8.7619,315,0.8825,56.6444
erectile dysfunction,Sildenafil,3,4,445.1884,8.4024,8.4874,199,0.8442,48.9447
erectile dysfunction,Viagra,4,3,343.5557,8.5327,8.6667,138,0.8623,61.4638
erectile dysfunction,Vardenafil,5,7,302.5923,8.0942,8.2,125,0.856,57.608
erectile dysfunction,Levitra,6,8,248.3027,7.9719,8.0918,98,0.8367,54.8265
erectile dysfunction,Alprostadil,7,10,200.3216,7.6323,7.7308,78,0.7949,48.1538
erectile dysfunction,Avanafil,8,11,98.5374,6.4382,6.2632,38,0.6053,32.3684
erectile dysfunction,Stendra,9,12,93.359,6.3523,6.1389,36,0.5833,34.1389
erectile dysfunction,Edex,10,6,90.624,8.1057,8.64,25,0.92,55.16
erectile dysfunction,Staxyn,11,5,84.525,8.3209,9.0455,22,1.0,82.4091
erectile dysfunction,Muse,12,14,61.5196,6.0562,5.5455,22,0.5,61.5455
erectile dysfunction,Caverject Impulse,13,9,29.798,7.7727,9.3333,6,1.0,50.0
erectile dysfunction,Yohimbine,14,13,21.0278,6.2888,4.6,5,0.4,8.4
erosive esophagitis,Dexlansoprazole,1,1,51.8236,8.0379,9.0833,12,1.0,29.3333
erosive esophagitis,Pantoprazole,2,9,39.0851,6.9504,6.9,10,0.7,28.1
erosive esophagitis,Dexilant,3,2,37.7952,7.9455,9.375,8,1.0,37.875
erosive esophagitis,Omeprazole,4,4,37.0817,7.7955,9.0,8,1.0,24.625
erosive esophagitis,Esomeprazole,5,5,29.585,7.7172,9.1667,6,1.0,18.3333
erosive esophagitis,Nexium,6,6,29.585,7.7172,9.1667,6,1.0,18.3333
erosive esophagitis,Rabeprazole,7,7,28.7331,7.495,8.5,6,0.8333,17.5
erosive esophagitis,Lansoprazole,8,3,26.3384,7.877,10.0,5,1.0,19.4
erosive esophagitis,Aciphex,9,8,24.5682,7.3476,8.2,5,0.8,19.2
extrapyramidal reaction,Benztropine,1,1,45.4082,7.5178,8.0909,11,0.8182,24.0909
extrapyramidal reaction,Trihexyphenidyl,2,2,31.9161,7.4163,8.1429,7,0.8571,5.0
extrapyramidal reaction,Cogentin,3,3,26.6033,6.9394,6.8333,6,0.6667,31.5
eye redness,Ocular lubricant,1,2,107.7417,7.4874,7.6571,35,0.7714,14.7143
eye redness,FreshKote,2,1,38.2709,8.0455,9.625,8,1.0,23.625
eye redness,Systane,3,3,19.8477,5.9358,3.4,5,0.2,27.8
eye redness itching,Naphazoline / pheniramine,1,1,49.8164,7.2764,7.5385,13,0.7692,6.7692
eye redness itching,Opcon-A,2,2,35.6083,6.8528,6.6667,9,0.6667,9.1111
eye redness itching,Tetrahydrozoline / zinc sulfate,3,3,29.8831,5.3141,3.3,10,0.2,4.4
eye redness itching,Visine Totality Multi-Symptom Relief,4,4,29.8831,5.3141,3.3,10,0.2,4.4
gas,Simethicone,1,2,37.3403,7.1862,7.4444,9,0.6667,50.7778
gas,Gas-X,2,1,35.1789,7.3955,8.0,8,0.75,57.0
gastroenteritis,Ondansetron,1,1,96.063,8.5921,9.36,25,0.88,22.92
gastroenteritis,Zofran,2,2,83.803,8.5427,9.4286,21,0.9048,26.0952
gastroparesis,Metoclopramide,1,1,84.5141,6.5931,6.4333,30,0.6,37.0667
gastroparesis,Reglan,2,2,61.1508,6.4659,6.15,20,0.6,50.25
ge,Amlodipine / valsartan,1,1,98.8118,6.3316,6.1282,39,0.5128,29.1795
generalized anxiety disorde,Escitalopram,1,3,722.643,8.2027,8.2398,392,0.8342,43.8469
generalized anxiety disorde,Lexapro,2,1,555.6602,8.389,8.4515,268,0.8619,58.9925
generalized anxiety disorde,Pregabalin,3,2,366.719,8.2289,8.3228,158,0.8418,62.0696
generalized anxiety disorde,Citalopram,4,5,242.5558,7.9711,8.0947,95,0.8421,46.9368
generalized anxiety disorde,Quetiapine,5,9,237.9922,7.526,7.59,100,0.75,48.0
generalized anxiety disorde,Sertraline,6,7,202.0606,7.6254,7.7215,79,0.7722,32.7215
generalized anxiety disorde,Venlafaxine,7,17,201.3277,6.669,6.6277,94,0.6383,38.4681
generalized anxiety disorde,Duloxetine,8,15,193.0492,6.7769,6.7471,87,0.6437,52.7586
generalized anxiety disorde,Cymbalta,9,16,181.4252,6.7195,6.679,81,0.6296,56.4691
generalized anxiety disorde,Paroxetine,10,6,162.7825,7.6466,7.7797,59,0.7627,28.7458
generalized anxiety disorde,Paxil,11,8,120.4863,7.5752,7.75,40,0.75,37.075
generalized anxiety disorde,Effexor XR,12,14,112.7101,6.8317,6.7857,42,0.6429,53.8333
generalized anxiety disorde,Lyrica,13,4,67.817,8.1003,8.8824,17,0.9412,98.0588
generalized anxiety disorde,Seroquel,14,12,52.3083,7.2273,7.4286,14,0.8571,70.1429
generalized anxiety disorde,Celexa,15,10,24.7649,7.4064,8.4,5,1.0,95.8
gerd,Dexlansoprazole,1,19,236.4839,6.8233,6.8053,113,0.6549,31.292
gerd,Esomeprazole,2,9,206.393,7.6442,7.7407,81,0.716,25.4815
gerd,Omeprazole,3,5,203.25,7.8192,7.9481,77,0.7792,33.1039
gerd,Dexilant,4,21,193.0535,6.6625,6.618,89,0.6404,37.1011
gerd,Nexium,5,13,187.427,7.5048,7.589,73,0.6849,28.0548
gerd,Ranitidine,6,8,167.7131,7.6837,7.8197,61,0.8197,34.4262
gerd,Pantoprazole,7,22,164.2156,6.5754,6.5068,73,0.589,37.1781
gerd,Lansoprazole,8,6,146.454,7.7889,7.98,50,0.76,24.88
gerd,Prevacid,9,2,129.7183,8.3119,8.7179,39,0.8718,27.6154
gerd,Rabeprazole,10,3,113.7915,8.2646,8.7273,33,0.8485,21.8788
gerd,Aciphex,11,1,108.7858,8.7051,9.4138,29,0.931,24.1724
gerd,Protonix,12,18,91.631,6.9746,6.9677,31,0.6452,57.3548
gerd,Zantac 150,13,12,74.2904,7.573,7.9048,21,0.8095,47.619
gerd,Prilosec,14,15,72.8041,7.4215,7.6667,21,0.7143,52.1905
gerd,Sucralfate,15,17,67.3572,7.1222,7.2,20,0.7,48.8
glaucoma,Acetazolamide,1,4,49.4026,6.1753,5.5625,16,0.375,12.625
glaucoma,Brimonidine / timolol,2,1,34.6185,6.6623,6.2222,9,0.5556,17.4444
glaucoma,Combigan,3,2,34.6185,6.6623,6.2222,9,0.5556,17.4444
glaucoma,Diamox,4,3,32.6391,6.2814,5.3333,9,0.4444,17.4444
glaucoma open angle,Latanoprost,1,6,40.8093,6.3295,5.6667,12,0.5,27.5833
glaucoma open angle,Bimatoprost,2,3,25.7514,6.7172,6.1667,6,0.5,28.0
glaucoma open angle,Lumigan,3,4,25.7514,6.7172,6.1667,6,0.5,28.0
glaucoma open angle,Dorzolamide / timolol,4,5,24.4735,6.3838,5.1667,6,0.5,3.5
glaucoma open angle,Xalatan,5,1,24.1748,7.23,7.8,5,0.6,53.2
glaucoma open angle,Dorzolamide,6,2,23.7814,7.1123,7.4,5,0.6,4.6
gout,Allopurinol,1,3,131.7631,7.7127,7.9091,44,0.8182,39.4773
gout,Febuxostat,2,1,117.8539,8.0189,8.3611,36,0.8333,27.6944
gout,Uloric,3,2,106.0781,7.8843,8.2188,32,0.8125,30.875
gout acute,Indomethacin,1,3,237.3965,8.0574,8.1978,91,0.8132,32.0
gout acute,Colchicine,2,5,129.423,7.7074,7.907,43,0.8372,18.0
gout acute,Naproxen,3,2,105.8784,8.2597,8.7667,30,0.8667,35.0667
gout acute,Methylprednisolone,4,1,103.1316,8.4727,9.1071,28,0.9286,28.5
gout acute,Colcrys,5,7,70.3127,7.4347,7.7,20,0.8,25.6
gout acute,Indocin,6,4,44.1973,7.8595,8.9,10,0.9,47.9
gout acute,Aleve,7,6,36.3681,7.6455,8.625,8,0.875,53.5
gouty arthritis,Prednisone,1,1,124.8868,8.6789,9.2571,35,0.9714,41.1714
hashimoto s,Thyroid desiccated,1,2,178.0554,7.778,7.9231,65,0.7846,79.2462
hashimoto s,Levothyroxine,2,5,163.5473,7.0629,7.0758,66,0.697,34.6212
hashimoto s,Armour Thyroid,3,3,125.314,7.7341,7.9512,41,0.7805,85.6829
hashimoto s,Tirosint,4,1,76.3713,7.7851,8.2381,21,0.8571,51.1905
hashimoto s,Synthroid,5,7,65.075,6.6336,6.4286,21,0.619,40.0
hashimoto s,Nature-Throid,6,4,63.4866,7.5831,8.0,17,0.8235,89.5294
hashimoto s,Levoxyl,7,6,25.7514,6.7172,6.1667,6,0.5,27.8333
head lice,Ivermectin,1,4,102.2384,6.9564,6.9444,36,0.6389,11.9167
